gene_name,gene_id,identifier,protein,uniprot_id
NONMMUG028608,NONMMUG028608,NONMMUG028608,Tardbp,A0A087WZM1
NONMMUG028627,NONMMUG028627,NONMMUG028627,Upf1,Q92900
NONMMUG028627,NONMMUG028627,NONMMUG028627,Tardbp,A0A087WZM1
NONMMUG028654,NONMMUG028654,NONMMUG028654,Tardbp,A0A087WZM1
NONMMUG028658,NONMMUG028658,NONMMUG028658,Tardbp,A0A087WZM1
NONMMUG028719,NONMMUG028719,NONMMUG028719,Tardbp,A0A087WZM1
NONMMUG028726,NONMMUG028726,NONMMUG028726,Upf1,Q92900
NONMMUG028726,NONMMUG028726,NONMMUG028726,Tardbp,A0A087WZM1
NONMMUG028785,NONMMUG028785,NONMMUG028785,Tardbp,A0A087WZM1
NONMMUG028818,NONMMUG028818,NONMMUG028818,Tardbp,A0A087WZM1
NONMMUG028825,NONMMUG028825,NONMMUG028825,Tardbp,A0A087WZM1
NONMMUG028827,NONMMUG028827,NONMMUG028827,Upf1,Q92900
NONMMUG028827,NONMMUG028827,NONMMUG028827,Tardbp,A0A087WZM1
NONMMUG028827,NONMMUG028827,NONMMUG028827,Mbnl1,Q9NR56
Smim8,NONMMUG028861,NONMMUG028861,Tardbp,A0A087WZM1
NONMMUG028940,NONMMUG028940,NONMMUG028940,Upf1,Q92900
NONMMUG028940,NONMMUG028940,NONMMUG028940,JARID2,Q92833
NONMMUG028940,NONMMUG028940,NONMMUG028940,Tardbp,A0A087WZM1
NONMMUG028944,NONMMUG028944,NONMMUG028944,Upf1,Q92900
NONMMUG028944,NONMMUG028944,NONMMUG028944,JARID2,Q92833
NONMMUG028944,NONMMUG028944,NONMMUG028944,Tardbp,A0A087WZM1
NONMMUG028956,NONMMUG028956,NONMMUG028956,Tardbp,A0A087WZM1
NONMMUG029095,NONMMUG029095,NONMMUG029095,Upf1,Q92900
NONMMUG029095,NONMMUG029095,NONMMUG029095,Tardbp,A0A087WZM1
NONMMUG029095,NONMMUG029095,NONMMUG029095,Mbnl1,Q9NR56
NONMMUG029096,NONMMUG029096,NONMMUG029096,Upf1,Q92900
NONMMUG029096,NONMMUG029096,NONMMUG029096,JARID2,Q92833
NONMMUG029096,NONMMUG029096,NONMMUG029096,Tardbp,A0A087WZM1
NONMMUG029104,NONMMUG029104,NONMMUG029104,Upf1,Q92900
NONMMUG029104,NONMMUG029104,NONMMUG029104,JARID2,Q92833
NONMMUG029104,NONMMUG029104,NONMMUG029104,Tardbp,A0A087WZM1
NONMMUG029209,NONMMUG029209,NONMMUG029209,Tardbp,A0A087WZM1
NONMMUG029257,NONMMUG029257,NONMMUG029257,Upf1,Q92900
NONMMUG029257,NONMMUG029257,NONMMUG029257,Tardbp,A0A087WZM1
AK141895,NONMMUG029273,NONMMUG029273,Upf1,Q92900
AK141895,NONMMUG029273,NONMMUG029273,JARID2,Q92833
AK141895,NONMMUG029273,NONMMUG029273,Tardbp,A0A087WZM1
AK141895,NONMMUG029273,NONMMUG029273,Mbnl1,Q9NR56
NONMMUG029337,NONMMUG029337,NONMMUG029337,Upf1,Q92900
NONMMUG029337,NONMMUG029337,NONMMUG029337,JARID2,Q92833
NONMMUG029337,NONMMUG029337,NONMMUG029337,Tardbp,A0A087WZM1
NONMMUG029362,NONMMUG029362,NONMMUG029362,Tardbp,A0A087WZM1
NONMMUG029538,NONMMUG029538,NONMMUG029538,Tardbp,A0A087WZM1
NONMMUG029541,NONMMUG029541,NONMMUG029541,Tardbp,A0A087WZM1
NONMMUG029604,NONMMUG029604,NONMMUG029604,Tardbp,A0A087WZM1
NONMMUG029606,NONMMUG029606,NONMMUG029606,Tardbp,A0A087WZM1
NONMMUG029618,NONMMUG029618,NONMMUG029618,Tardbp,A0A087WZM1
NONMMUG029778,NONMMUG029778,NONMMUG029778,Tardbp,A0A087WZM1
NONMMUG029785,NONMMUG029785,NONMMUG029785,Tardbp,A0A087WZM1
NONMMUG029830,NONMMUG029830,NONMMUG029830,Tardbp,A0A087WZM1
NONMMUG029904,NONMMUG029904,NONMMUG029904,Tardbp,A0A087WZM1
NONMMUG029989,NONMMUG029989,NONMMUG029989,Upf1,Q92900
NONMMUG029989,NONMMUG029989,NONMMUG029989,JARID2,Q92833
NONMMUG029989,NONMMUG029989,NONMMUG029989,Tardbp,A0A087WZM1
NONMMUG030001,NONMMUG030001,NONMMUG030001,Tardbp,A0A087WZM1
NONMMUG030003,NONMMUG030003,NONMMUG030003,Tardbp,A0A087WZM1
NONMMUG030006,NONMMUG030006,NONMMUG030006,Tardbp,A0A087WZM1
NONMMUG030014,NONMMUG030014,NONMMUG030014,Upf1,Q92900
NONMMUG030014,NONMMUG030014,NONMMUG030014,Tardbp,A0A087WZM1
NONMMUG030044,NONMMUG030044,NONMMUG030044,Tardbp,A0A087WZM1
NONMMUG030187,NONMMUG030187,NONMMUG030187,Upf1,Q92900
NONMMUG030187,NONMMUG030187,NONMMUG030187,Tardbp,A0A087WZM1
Efcab14,NONMMUG030293,NONMMUG030293,Tardbp,A0A087WZM1
NONMMUG030383,NONMMUG030384,NONMMUG030384,Tardbp,A0A087WZM1
NONMMUG030412,NONMMUG030412,NONMMUG030412,Tardbp,A0A087WZM1
Ybx1,NONMMUG030445,NONMMUG030445,Tardbp,A0A087WZM1
Ybx1,NONMMUG030445,NONMMUG030445,Mbnl1,Q9NR56
NONMMUG030543,NONMMUG030543,NONMMUG030543,Upf1,Q92900
NONMMUG030543,NONMMUG030543,NONMMUG030543,Tardbp,A0A087WZM1
NONMMUG030573,NONMMUG030573,NONMMUG030573,Tardbp,A0A087WZM1
NONMMUG030597,NONMMUG030597,NONMMUG030597,Upf1,Q92900
NONMMUG030597,NONMMUG030597,NONMMUG030597,Tardbp,A0A087WZM1
NONMMUG030599,NONMMUG030599,NONMMUG030599,Upf1,Q92900
NONMMUG030599,NONMMUG030599,NONMMUG030599,Tardbp,A0A087WZM1
Gm12940,NONMMUG030662,NONMMUG030662,Tardbp,A0A087WZM1
S100pbp,NONMMUG030715,NONMMUG030715,Tardbp,A0A087WZM1
NONMMUG030727,NONMMUG030727,NONMMUG030727,Upf1,Q92900
NONMMUG030727,NONMMUG030727,NONMMUG030727,Tardbp,A0A087WZM1
NONMMUG030763,NONMMUG030763,NONMMUG030763,Upf1,Q92900
NONMMUG030763,NONMMUG030763,NONMMUG030763,Tardbp,A0A087WZM1
NONMMUG030803,NONMMUG030803,NONMMUG030803,JARID2,Q92833
NONMMUG030803,NONMMUG030803,NONMMUG030803,Tardbp,A0A087WZM1
NONMMUG030803,NONMMUG030803,NONMMUG030803,Mbnl1,Q9NR56
Taf12,NONMMUG030861,NONMMUG030861,Tardbp,A0A087WZM1
Eya3,NONMMUG030884,NONMMUG030884,Tardbp,A0A087WZM1
Eya3,NONMMUG030884,NONMMUG030884,Mbnl1,Q9NR56
NONMMUG030885,NONMMUG030885,NONMMUG030885,Upf1,Q92900
NONMMUG030885,NONMMUG030885,NONMMUG030885,Tardbp,A0A087WZM1
Ahdc1,NONMMUG030896,NONMMUG030896,Tardbp,A0A087WZM1
Arid1a,NONMMUG030929,NONMMUG030929,Tardbp,A0A087WZM1
NONMMUG031028,NONMMUG031028,NONMMUG031028,Upf1,Q92900
NONMMUG031028,NONMMUG031028,NONMMUG031028,Tardbp,A0A087WZM1
NONMMUG031040,NONMMUG031040,NONMMUG031040,Upf1,Q92900
NONMMUG031040,NONMMUG031040,NONMMUG031040,Tardbp,A0A087WZM1
NONMMUG031040,NONMMUG031040,NONMMUG031040,Mbnl1,Q9NR56
NONMMUG031045,NONMMUG031045,NONMMUG031045,Tardbp,A0A087WZM1
NONMMUG031080,NONMMUG031080,NONMMUG031080,Tardbp,A0A087WZM1
NONMMUG031399,NONMMUG031399,NONMMUG031399,Tardbp,A0A087WZM1
NONMMUG031549,NONMMUG031549,NONMMUG031549,Tardbp,A0A087WZM1
NONMMUG031549,NONMMUG031549,NONMMUG031549,Mbnl1,Q9NR56
Mib2,NONMMUG031595,NONMMUG031595,Tardbp,A0A087WZM1
NONMMUG031597,NONMMUG031597,NONMMUG031597,Upf1,Q92900
NONMMUG031597,NONMMUG031597,NONMMUG031597,JARID2,Q92833
NONMMUG031597,NONMMUG031597,NONMMUG031597,Tardbp,A0A087WZM1
NONMMUG031604,NONMMUG031604,NONMMUG031604,Upf1,Q92900
NONMMUG031604,NONMMUG031604,NONMMUG031604,JARID2,Q92833
NONMMUG031604,NONMMUG031604,NONMMUG031604,Tardbp,A0A087WZM1
NONMMUG031660,NONMMUG031660,NONMMUG031660,Tardbp,A0A087WZM1
NONMMUG031749,NONMMUG031749,NONMMUG031749,Tardbp,A0A087WZM1
NONMMUG031807,NONMMUG031807,NONMMUG031807,Tardbp,A0A087WZM1
NONMMUG031811,NONMMUG031811,NONMMUG031811,Tardbp,A0A087WZM1
NONMMUG031830,NONMMUG031830,NONMMUG031830,Tardbp,A0A087WZM1
NONMMUG031856,NONMMUG031856,NONMMUG031856,Upf1,Q92900
NONMMUG031856,NONMMUG031856,NONMMUG031856,Tardbp,A0A087WZM1
NONMMUG032026,NONMMUG032026,NONMMUG032026,Tardbp,A0A087WZM1
NONMMUG032030,NONMMUG032030,NONMMUG032030,Upf1,Q92900
NONMMUG032030,NONMMUG032030,NONMMUG032030,JARID2,Q92833
NONMMUG032030,NONMMUG032030,NONMMUG032030,Tardbp,A0A087WZM1
NONMMUG032212,NONMMUG032212,NONMMUG032212,Upf1,Q92900
NONMMUG032212,NONMMUG032212,NONMMUG032212,Tardbp,A0A087WZM1
NONMMUG032212,NONMMUG032212,NONMMUG032212,Mbnl1,Q9NR56
NONMMUG032262,NONMMUG032262,NONMMUG032262,Tardbp,A0A087WZM1
NONMMUG032262,NONMMUG032262,NONMMUG032262,AGO2,Q8CJG0
NONMMUG032355,NONMMUG032355,NONMMUG032355,Tardbp,A0A087WZM1
NONMMUG032379,NONMMUG032379,NONMMUG032379,Tardbp,A0A087WZM1
NONMMUG032404,NONMMUG032404,NONMMUG032404,Tardbp,A0A087WZM1
NONMMUG032416,NONMMUG032416,NONMMUG032416,Tardbp,A0A087WZM1
NONMMUG032448,NONMMUG032448,NONMMUG032448,Tardbp,A0A087WZM1
NONMMUG032460,NONMMUG032460,NONMMUG032460,Upf1,Q92900
NONMMUG032460,NONMMUG032460,NONMMUG032460,Tardbp,A0A087WZM1
NONMMUG032483,NONMMUG032483,NONMMUG032483,Tardbp,A0A087WZM1
Smim14,NONMMUG032587,NONMMUG032587,Tardbp,A0A087WZM1
NONMMUG032592,NONMMUG032592,NONMMUG032592,Upf1,Q92900
NONMMUG032592,NONMMUG032592,NONMMUG032592,JARID2,Q92833
NONMMUG032592,NONMMUG032592,NONMMUG032592,Tardbp,A0A087WZM1
NONMMUG032594,NONMMUG032594,NONMMUG032594,Upf1,Q92900
NONMMUG032594,NONMMUG032594,NONMMUG032594,Tardbp,A0A087WZM1
NONMMUG032640,NONMMUG032640,NONMMUG032640,Tardbp,A0A087WZM1
NONMMUG032680,NONMMUG032680,NONMMUG032680,Tardbp,A0A087WZM1
NONMMUG032764,NONMMUG032764,NONMMUG032764,Tardbp,A0A087WZM1
NONMMUG032803,NONMMUG032803,NONMMUG032803,Tardbp,A0A087WZM1
NONMMUG032858,NONMMUG032858,NONMMUG032858,Tardbp,A0A087WZM1
NONMMUG032863,NONMMUG032863,NONMMUG032863,Tardbp,A0A087WZM1
NONMMUG032863,NONMMUG032863,NONMMUG032863,Mbnl1,Q9NR56
NONMMUG032875,NONMMUG032875,NONMMUG032875,Tardbp,A0A087WZM1
Ythdc1,NONMMUG032904,NONMMUG032904,Tardbp,A0A087WZM1
Mob1b,NONMMUG032920,NONMMUG032920,Tardbp,A0A087WZM1
NONMMUG032921,NONMMUG032921,NONMMUG032921,Upf1,Q92900
NONMMUG032921,NONMMUG032921,NONMMUG032921,JARID2,Q92833
NONMMUG032921,NONMMUG032921,NONMMUG032921,Tardbp,A0A087WZM1
NONMMUG032939,NONMMUG032939,NONMMUG032939,Upf1,Q92900
NONMMUG032939,NONMMUG032939,NONMMUG032939,Tardbp,A0A087WZM1
NONMMUG033009,NONMMUG033009,NONMMUG033009,Tardbp,A0A087WZM1
Cnot6l,NONMMUG033027,NONMMUG033027,Tardbp,A0A087WZM1
NONMMUG033130,NONMMUG033130,NONMMUG033130,Tardbp,A0A087WZM1
NONMMUG033157,NONMMUG033157,NONMMUG033157,Tardbp,A0A087WZM1
Pkd2,NONMMUG033184,NONMMUG033184,Tardbp,A0A087WZM1
Pkd2,NONMMUG033184,NONMMUG033184,Mbnl1,Q9NR56
NONMMUG033218,NONMMUG033218,NONMMUG033218,Upf1,Q92900
NONMMUG033218,NONMMUG033218,NONMMUG033218,Tardbp,A0A087WZM1
NONMMUG033220,NONMMUG033220,NONMMUG033220,Tardbp,A0A087WZM1
NONMMUG033266,NONMMUG033266,NONMMUG033266,Upf1,Q92900
NONMMUG033266,NONMMUG033266,NONMMUG033266,Tardbp,A0A087WZM1
Mtf2,NONMMUG033279,NONMMUG033279,Tardbp,A0A087WZM1
NONMMUG033299,NONMMUG033299,NONMMUG033299,Upf1,Q92900
NONMMUG033299,NONMMUG033299,NONMMUG033299,JARID2,Q92833
NONMMUG033299,NONMMUG033299,NONMMUG033299,Tardbp,A0A087WZM1
NONMMUG033454,NONMMUG033454,NONMMUG033454,Upf1,Q92900
NONMMUG033454,NONMMUG033454,NONMMUG033454,Tardbp,A0A087WZM1
NONMMUG033471,NONMMUG033471,NONMMUG033471,Tardbp,A0A087WZM1
NONMMUG033471,NONMMUG033471,NONMMUG033471,Mbnl1,Q9NR56
NONMMUG033497,NONMMUG033497,NONMMUG033497,Upf1,Q92900
NONMMUG033497,NONMMUG033497,NONMMUG033497,Tardbp,A0A087WZM1
Wsb2,NONMMUG033577,NONMMUG033577,Tardbp,A0A087WZM1
NONMMUG033603,NONMMUG033603,NONMMUG033603,Upf1,Q92900
NONMMUG033603,NONMMUG033603,NONMMUG033603,Tardbp,A0A087WZM1
NONMMUG033603,NONMMUG033603,NONMMUG033603,Mbnl1,Q9NR56
NONMMUG033604,NONMMUG033604,NONMMUG033604,Tardbp,A0A087WZM1
NONMMUG033670,NONMMUG033670,NONMMUG033670,Upf1,Q92900
NONMMUG033670,NONMMUG033670,NONMMUG033670,Tardbp,A0A087WZM1
NONMMUG033670,NONMMUG033670,NONMMUG033670,Mbnl1,Q9NR56
NONMMUG033686,NONMMUG033686,NONMMUG033686,Upf1,Q92900
NONMMUG033686,NONMMUG033686,NONMMUG033686,Tardbp,A0A087WZM1
NONMMUG033724,NONMMUG033724,NONMMUG033724,Tardbp,A0A087WZM1
NONMMUG033752,NONMMUG033752,NONMMUG033752,Tardbp,A0A087WZM1
NONMMUG033762,NONMMUG033762,NONMMUG033762,Tardbp,A0A087WZM1
Denr,NONMMUG033775,NONMMUG033775,Tardbp,A0A087WZM1
NONMMUG033785,NONMMUG033785,NONMMUG033785,Tardbp,A0A087WZM1
NONMMUG033859,NONMMUG033859,NONMMUG033859,Tardbp,A0A087WZM1
NONMMUG033861,NONMMUG033861,NONMMUG033861,Tardbp,A0A087WZM1
Psph,NONMMUG033893,NONMMUG033893,Tardbp,A0A087WZM1
Phkg1,NONMMUG033894,NONMMUG033894,Tardbp,A0A087WZM1
NONMMUG033899,NONMMUG033899,NONMMUG033899,Upf1,Q92900
NONMMUG033899,NONMMUG033899,NONMMUG033899,JARID2,Q92833
NONMMUG033899,NONMMUG033899,NONMMUG033899,Tardbp,A0A087WZM1
NONMMUG033920,NONMMUG033920,NONMMUG033920,Tardbp,A0A087WZM1
NONMMUG033934,NONMMUG033934,NONMMUG033934,Tardbp,A0A087WZM1
NONMMUG033936,NONMMUG033936,NONMMUG033936,Tardbp,A0A087WZM1
NONMMUG033942,NONMMUG033942,NONMMUG033942,Upf1,Q92900
NONMMUG033942,NONMMUG033942,NONMMUG033942,Tardbp,A0A087WZM1
NONMMUG033944,NONMMUG033944,NONMMUG033944,Tardbp,A0A087WZM1
NONMMUG033946,NONMMUG033946,NONMMUG033946,Upf1,Q92900
NONMMUG033946,NONMMUG033946,NONMMUG033946,Tardbp,A0A087WZM1
NONMMUG033947,NONMMUG033947,NONMMUG033947,Upf1,Q92900
NONMMUG033947,NONMMUG033947,NONMMUG033947,Tardbp,A0A087WZM1
NONMMUG033949,NONMMUG033949,NONMMUG033949,Tardbp,A0A087WZM1
NONMMUG033954,NONMMUG033954,NONMMUG033954,Upf1,Q92900
NONMMUG033954,NONMMUG033954,NONMMUG033954,Tardbp,A0A087WZM1
NONMMUG033962,NONMMUG033962,NONMMUG033962,Tardbp,A0A087WZM1
NONMMUG034043,NONMMUG034043,NONMMUG034043,Upf1,Q92900
NONMMUG034043,NONMMUG034043,NONMMUG034043,Tardbp,A0A087WZM1
NONMMUG034043,NONMMUG034043,NONMMUG034043,Mbnl1,Q9NR56
NONMMUG034050,NONMMUG034050,NONMMUG034050,Upf1,Q92900
NONMMUG034050,NONMMUG034050,NONMMUG034050,Tardbp,A0A087WZM1
NONMMUG034318,NONMMUG034318,NONMMUG034318,Upf1,Q92900
NONMMUG034318,NONMMUG034318,NONMMUG034318,Tardbp,A0A087WZM1
NONMMUG034350,NONMMUG034350,NONMMUG034350,Upf1,Q92900
NONMMUG034350,NONMMUG034350,NONMMUG034350,Tardbp,A0A087WZM1
NONMMUG034375,NONMMUG034375,NONMMUG034375,Upf1,Q92900
NONMMUG034375,NONMMUG034375,NONMMUG034375,JARID2,Q92833
NONMMUG034375,NONMMUG034375,NONMMUG034375,Tardbp,A0A087WZM1
NONMMUG034438,NONMMUG034438,NONMMUG034438,Tardbp,A0A087WZM1
NONMMUG034455,NONMMUG034455,NONMMUG034455,Upf1,Q92900
NONMMUG034455,NONMMUG034455,NONMMUG034455,Tardbp,A0A087WZM1
NONMMUG034455,NONMMUG034455,NONMMUG034455,Mbnl1,Q9NR56
NONMMUG034503,NONMMUG034503,NONMMUG034503,Tardbp,A0A087WZM1
NONMMUG034510,NONMMUG034510,NONMMUG034510,Upf1,Q92900
NONMMUG034510,NONMMUG034510,NONMMUG034510,Tardbp,A0A087WZM1
NONMMUG034525,NONMMUG034525,NONMMUG034525,Tardbp,A0A087WZM1
NONMMUG034581,NONMMUG034581,NONMMUG034581,Tardbp,A0A087WZM1
NONMMUG034717,NONMMUG034717,NONMMUG034717,Tardbp,A0A087WZM1
NONMMUG034721,NONMMUG034721,NONMMUG034721,Tardbp,A0A087WZM1
NONMMUG034721,NONMMUG034721,NONMMUG034721,Mbnl1,Q9NR56
NONMMUG034726,NONMMUG034726,NONMMUG034726,Tardbp,A0A087WZM1
NONMMUG034727,NONMMUG034727,NONMMUG034727,Tardbp,A0A087WZM1
NONMMUG034791,NONMMUG034791,NONMMUG034791,Tardbp,A0A087WZM1
NONMMUG034851,NONMMUG034851,NONMMUG034851,Tardbp,A0A087WZM1
NONMMUG034855,NONMMUG034855,NONMMUG034855,Upf1,Q92900
NONMMUG034855,NONMMUG034855,NONMMUG034855,Tardbp,A0A087WZM1
NONMMUG034855,NONMMUG034855,NONMMUG034855,Mbnl1,Q9NR56
NONMMUG034931,NONMMUG034931,NONMMUG034931,Upf1,Q92900
NONMMUG034931,NONMMUG034931,NONMMUG034931,Tardbp,A0A087WZM1
NONMMUG034936,NONMMUG034936,NONMMUG034936,Tardbp,A0A087WZM1
NONMMUG034936,NONMMUG034936,NONMMUG034936,Mbnl1,Q9NR56
NONMMUG034992,NONMMUG034992,NONMMUG034992,Upf1,Q92900
NONMMUG034992,NONMMUG034992,NONMMUG034992,Tardbp,A0A087WZM1
NONMMUG034997,NONMMUG034997,NONMMUG034997,Upf1,Q92900
NONMMUG034997,NONMMUG034997,NONMMUG034997,JARID2,Q92833
NONMMUG034997,NONMMUG034997,NONMMUG034997,Tardbp,A0A087WZM1
NONMMUG034998,NONMMUG034998,NONMMUG034998,JARID2,Q92833
NONMMUG034998,NONMMUG034998,NONMMUG034998,Tardbp,A0A087WZM1
NONMMUG035060,NONMMUG035060,NONMMUG035060,Upf1,Q92900
NONMMUG035060,NONMMUG035060,NONMMUG035060,Tardbp,A0A087WZM1
NONMMUG035117,NONMMUG035117,NONMMUG035117,Upf1,Q92900
NONMMUG035117,NONMMUG035117,NONMMUG035117,Tardbp,A0A087WZM1
NONMMUG035118,NONMMUG035118,NONMMUG035118,Upf1,Q92900
NONMMUG035118,NONMMUG035118,NONMMUG035118,Tardbp,A0A087WZM1
NONMMUG035119,NONMMUG035119,NONMMUG035119,Upf1,Q92900
NONMMUG035119,NONMMUG035119,NONMMUG035119,Tardbp,A0A087WZM1
RP23-271G7.2,NONMMUG035128,NONMMUG035128,Tardbp,A0A087WZM1
NONMMUG035132,NONMMUG035132,NONMMUG035132,Upf1,Q92900
NONMMUG035132,NONMMUG035132,NONMMUG035132,Tardbp,A0A087WZM1
NONMMUG035190,NONMMUG035190,NONMMUG035190,Tardbp,A0A087WZM1
NONMMUG035191,NONMMUG035191,NONMMUG035191,Tardbp,A0A087WZM1
NONMMUG035201,NONMMUG035201,NONMMUG035201,Tardbp,A0A087WZM1
NONMMUG035225,NONMMUG035225,NONMMUG035225,Upf1,Q92900
NONMMUG035225,NONMMUG035225,NONMMUG035225,Tardbp,A0A087WZM1
NONMMUG035231,NONMMUG035231,NONMMUG035231,Upf1,Q92900
NONMMUG035231,NONMMUG035231,NONMMUG035231,JARID2,Q92833
NONMMUG035231,NONMMUG035231,NONMMUG035231,Tardbp,A0A087WZM1
NONMMUG035428,NONMMUG035428,NONMMUG035428,Tardbp,A0A087WZM1
NONMMUG035466,NONMMUG035466,NONMMUG035466,Tardbp,A0A087WZM1
NONMMUG035491,NONMMUG035491,NONMMUG035491,Tardbp,A0A087WZM1
NONMMUG035630,NONMMUG035630,NONMMUG035630,Tardbp,A0A087WZM1
NONMMUG035642,NONMMUG035642,NONMMUG035642,JARID2,Q92833
NONMMUG035642,NONMMUG035642,NONMMUG035642,Tardbp,A0A087WZM1
NONMMUG035650,NONMMUG035650,NONMMUG035650,Tardbp,A0A087WZM1
NONMMUG035650,NONMMUG035650,NONMMUG035650,Mbnl1,Q9NR56
NONMMUG035703,NONMMUG035703,NONMMUG035703,Tardbp,A0A087WZM1
NONMMUG035706,NONMMUG035706,NONMMUG035706,Tardbp,A0A087WZM1
NONMMUG035708,NONMMUG035708,NONMMUG035708,Tardbp,A0A087WZM1
NONMMUG035711,NONMMUG035711,NONMMUG035711,Tardbp,A0A087WZM1
NONMMUG035713,NONMMUG035713,NONMMUG035713,Tardbp,A0A087WZM1
NONMMUG035714,NONMMUG035714,NONMMUG035714,Tardbp,A0A087WZM1
NONMMUG035718,NONMMUG035718,NONMMUG035718,Tardbp,A0A087WZM1
NONMMUG035804,NONMMUG035804,NONMMUG035804,Upf1,Q92900
NONMMUG035804,NONMMUG035804,NONMMUG035804,Tardbp,A0A087WZM1
NONMMUG035806,NONMMUG035806,NONMMUG035806,Upf1,Q92900
NONMMUG035806,NONMMUG035806,NONMMUG035806,Tardbp,A0A087WZM1
NONMMUG035831,NONMMUG035831,NONMMUG035831,Tardbp,A0A087WZM1
Sfxn5,NONMMUG035833,NONMMUG035833,Tardbp,A0A087WZM1
Tia1,NONMMUG035873,NONMMUG035873,Tardbp,A0A087WZM1
Gmcl1,NONMMUG035887,NONMMUG035887,Tardbp,A0A087WZM1
NONMMUG035919,NONMMUG035919,NONMMUG035919,Tardbp,A0A087WZM1
NONMMUG035950,NONMMUG035950,NONMMUG035950,Tardbp,A0A087WZM1
NONMMUG036034,NONMMUG036034,NONMMUG036034,Upf1,Q92900
NONMMUG036034,NONMMUG036034,NONMMUG036034,Tardbp,A0A087WZM1
NONMMUG036037,NONMMUG036037,NONMMUG036037,Tardbp,A0A087WZM1
NONMMUG036065,NONMMUG036065,NONMMUG036065,Upf1,Q92900
NONMMUG036065,NONMMUG036065,NONMMUG036065,Tardbp,A0A087WZM1
NONMMUG036074,NONMMUG036074,NONMMUG036074,Upf1,Q92900
NONMMUG036074,NONMMUG036074,NONMMUG036074,Tardbp,A0A087WZM1
NONMMUG036104,NONMMUG036104,NONMMUG036104,Tardbp,A0A087WZM1
NONMMUG036171,NONMMUG036171,NONMMUG036171,Upf1,Q92900
NONMMUG036171,NONMMUG036171,NONMMUG036171,Tardbp,A0A087WZM1
NONMMUG036228,NONMMUG036228,NONMMUG036228,Tardbp,A0A087WZM1
NONMMUG036255,NONMMUG036255,NONMMUG036255,Tardbp,A0A087WZM1
Setd5,NONMMUG036280,NONMMUG036280,Tardbp,A0A087WZM1
NONMMUG036282,NONMMUG036282,NONMMUG036282,Upf1,Q92900
NONMMUG036282,NONMMUG036282,NONMMUG036282,JARID2,Q92833
NONMMUG036282,NONMMUG036282,NONMMUG036282,Tardbp,A0A087WZM1
NONMMUG036310,NONMMUG036310,NONMMUG036310,Upf1,Q92900
NONMMUG036310,NONMMUG036310,NONMMUG036310,JARID2,Q92833
NONMMUG036310,NONMMUG036310,NONMMUG036310,Tardbp,A0A087WZM1
42071,NONMMUG036378,NONMMUG036378,Tardbp,A0A087WZM1
NONMMUG036422,NONMMUG036422,NONMMUG036422,Tardbp,A0A087WZM1
NONMMUG036437,NONMMUG036437,NONMMUG036437,Upf1,Q92900
NONMMUG036437,NONMMUG036437,NONMMUG036437,Tardbp,A0A087WZM1
NONMMUG036438,NONMMUG036438,NONMMUG036438,Tardbp,A0A087WZM1
Tulp3,NONMMUG036672,NONMMUG036672,Tardbp,A0A087WZM1
NONMMUG036803,NONMMUG036803,NONMMUG036803,Tardbp,A0A087WZM1
NONMMUG036903,NONMMUG036903,NONMMUG036903,JARID2,Q92833
NONMMUG036903,NONMMUG036903,NONMMUG036903,Tardbp,A0A087WZM1
NONMMUG037051,NONMMUG037051,NONMMUG037051,Tardbp,A0A087WZM1
NONMMUG037531,NONMMUG037531,NONMMUG037531,Tardbp,A0A087WZM1
NONMMUG037598,NONMMUG037598,NONMMUG037598,Upf1,Q92900
NONMMUG037598,NONMMUG037598,NONMMUG037598,Tardbp,A0A087WZM1
Zfp74,NONMMUG037631,NONMMUG037631,Tardbp,A0A087WZM1
Zfp260,NONMMUG037637,NONMMUG037637,Tardbp,A0A087WZM1
NONMMUG037643,NONMMUG037643,NONMMUG037643,Upf1,Q92900
NONMMUG037643,NONMMUG037643,NONMMUG037643,Tardbp,A0A087WZM1
NONMMUG037784,NONMMUG037784,NONMMUG037784,Tardbp,A0A087WZM1
NONMMUG038063,NONMMUG038063,NONMMUG038063,Tardbp,A0A087WZM1
NONMMUG038101,NONMMUG038101,NONMMUG038101,Tardbp,A0A087WZM1
NONMMUG038129,NONMMUG038129,NONMMUG038129,Upf1,Q92900
NONMMUG038129,NONMMUG038129,NONMMUG038129,Tardbp,A0A087WZM1
NONMMUG038219,NONMMUG038219,NONMMUG038219,Upf1,Q92900
NONMMUG038219,NONMMUG038219,NONMMUG038219,Tardbp,A0A087WZM1
NONMMUG038230,NONMMUG038230,NONMMUG038230,Upf1,Q92900
NONMMUG038230,NONMMUG038230,NONMMUG038230,Tardbp,A0A087WZM1
NONMMUG038264,NONMMUG038264,NONMMUG038264,Tardbp,A0A087WZM1
NONMMUG038266,NONMMUG038266,NONMMUG038266,Upf1,Q92900
NONMMUG038266,NONMMUG038266,NONMMUG038266,Tardbp,A0A087WZM1
NONMMUG038280,NONMMUG038280,NONMMUG038280,Tardbp,A0A087WZM1
NONMMUG038281,NONMMUG038281,NONMMUG038281,Upf1,Q92900
NONMMUG038281,NONMMUG038281,NONMMUG038281,Tardbp,A0A087WZM1
NONMMUG038282,NONMMUG038282,NONMMUG038282,Tardbp,A0A087WZM1
NONMMUG038283,NONMMUG038283,NONMMUG038283,Upf1,Q92900
